LEAID,NAME,STFIP
"4700148",Memphis-Shelby County Schools,"47"
"4700149",Collierville,"47"
"4700150",Millington Municipal Schools,"47"
"4700151",Germantown,"47"
"4700152",Arlington,"47"
"4700153",Bartlett,"47"
"4700154",Lakeland,"47"
"4700156",Department Of Children's Services Education Division,"47"
"4700157",Tennessee Public Charter School Commission,"47"
"4700180",Bedford County,"47"
"4700210",Bells,"47"
"4700240",Benton County,"47"
"4700270",Bledsoe County,"47"
"4700300",Blount County,"47"
"4700330",Bradley County,"47"
"4700360",Bristol,"47"
"4700420",Campbell County,"47"
"4700450",Cannon County,"47"
"4700480",Carroll County,"47"
"4700510",Carter County,"47"
"4700570",Cheatham County,"47"
"4700600",Chester County,"47"
"4700630",Claiborne County,"47"
"4700660",Clay County,"47"
"4700690",Cleveland,"47"
"4700720",Clinton,"47"
"4700750",Cocke County,"47"
"4700780",Coffee County,"47"
"4700850",Crockett County,"47"
"4700900",Cumberland County,"47"
"4700930",Dayton,"47"
"4700960",Decatur County,"47"
"4700990",DeKalb County,"47"
"4701020",Dickson County,"47"
"4701050",Dyer County,"47"
"4701080",Dyersburg,"47"
"4701110",Elizabethton,"47"
"4701140",Etowah,"47"
"4701170",Fayette County Public Schools,"47"
"4701200",Fayetteville,"47"
"4701230",Fentress County,"47"
"4701260",Franklin SSD,"47"
"4701290",Franklin County,"47"
"4701390",Bradford,"47"
"4701400",Gibson Co Sp Dist,"47"
"4701410",Giles County,"47"
"4701440",Grainger County,"47"
"4701470",Greene County,"47"
"4701500",Greeneville,"47"
"4701530",Grundy County,"47"
"4701590",Hamilton County,"47"
"4701620",Hancock County,"47"
"4701650",Hardeman County Schools,"47"
"4701680",Hardin County,"47"
"4701740",Hawkins County,"47"
"4701770",Haywood County,"47"
"4701800",Henderson County,"47"
"4701830",Henry County,"47"
"4701860",Hickman County,"47"
"4701890",Hollow Rock - Bruceton,"47"
"4701920",Houston County,"47"
"4701950",Humboldt City Schools,"47"
"4701980",Humphreys County,"47"
"4702010",Huntingdon Special School District,"47"
"4702070",Jackson County,"47"
"4702100",Jefferson County,"47"
"4702130",Johnson City,"47"
"4702160",Johnson County,"47"
"4702190",Kingsport,"47"
"4702220",Knox County,"47"
"4702280",Lake County,"47"
"4702310",Lauderdale County,"47"
"4702340",Lawrence County,"47"
"4702370",Lebanon,"47"
"4702400",Lenoir City,"47"
"4702430",Lewis County,"47"
"4702460",Lexington,"47"
"4702490",Lincoln County,"47"
"4702520",Loudon County,"47"
"4702550",Macon County,"47"
"4702580",Madison County,"47"
"4702610",Manchester,"47"
"4702640",Marion County,"47"
"4702670",Marshall County,"47"
"4702700",Maryville,"47"
"4702760",Maury County,"47"
"4702790",McKenzie,"47"
"4702820",McMinn County,"47"
"4702880",McNairy County,"47"
"4702910",Meigs County,"47"
"4702970",Milan,"47"
"4703000",Monroe County,"47"
"4703030",Montgomery County,"47"
"4703060",Moore County,"47"
"4703090",Morgan County,"47"
"4703150",Murfreesboro,"47"
"4703180",Davidson County,"47"
"4703210",Newport,"47"
"4703240",Oak Ridge,"47"
"4703270",Obion County,"47"
"4703300",Oneida,"47"
"4703330",Overton County,"47"
"4703360",Paris,"47"
"4703390",Perry County,"47"
"4703420",Pickett County,"47"
"4703450",Polk County,"47"
"4703480",Putnam County,"47"
"4703510",Rhea County,"47"
"4703540",Richard City,"47"
"4703590",Roane County,"47"
"4703600",Robertson County,"47"
"4703660",Rogersville,"47"
"4703690",Rutherford County,"47"
"4703720",Scott County,"47"
"4703750",Sequatchie County,"47"
"4703780",Sevier County,"47"
"4703870",Smith County,"47"
"4703900",South Carroll,"47"
"4703960",Stewart County,"47"
"4703990",Sullivan County,"47"
"4704020",Sumner County,"47"
"4704050",Sweetwater,"47"
"4704080",Tipton County,"47"
"4704100",Trenton,"47"
"4704170",Trousdale County,"47"
"4704200",Tullahoma,"47"
"4704230",Unicoi County,"47"
"4704260",Union City,"47"
"4704290",Union County,"47"
"4704320",Van Buren County,"47"
"4704350",Warren County,"47"
"4704380",Washington County,"47"
"4704440",Wayne County,"47"
"4704470",Weakley County,"47"
"4704490",West Carroll Sp Dist,"47"
"4704500",White County,"47"
"4704530",Williamson County,"47"
"4704550",Wilson County,"47"
"4704551",University Schools,"47"
"4800001",CROSBYTON CISD,"48"
"4800002",SPUR ISD,"48"
"4800003",ROCKSPRINGS ISD,"48"
"4800004",POR VIDA ACADEMY,"48"
"4800005",BLACKWELL CISD,"48"
"4800006",ASPERMONT ISD,"48"
"4800007",PANTHER CREEK CISD,"48"
"4800008",DRIPPING SPRINGS ISD,"48"
"4800009",WIMBERLEY ISD,"48"
"4800010",HAYS CISD,"48"
"4800011",ALVARADO ISD,"48"
"4800012",CHISUM ISD,"48"
"4800014",GEORGE GERVIN ACADEMY,"48"
"4800016",TEXANS CAN ACADEMIES,"48"
"4800018",SER-NINOS CHARTER SCHOOL,"48"
"4800019",ARISTOI CLASSICAL ACADEMY,"48"
"4800020",GEORGE I SANCHEZ CHARTER,"48"
"4800022",RAUL YZAGUIRRE SCHOOLS FOR SUCCESS,"48"
"4800025",DR M L GARZA-GONZALEZ CHARTER SCHOOL,"48"
"4800029",PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES,"48"
"4800030",UPLIFT EDUCATION,"48"
"4800032",ACADEMY OF ACCELERATED LEARNING INC,"48"
"4800034",CUMBERLAND ACADEMY,"48"
"4800035",ALIEF MONTESSORI COMMUNITY SCHOOL,"48"
"4800037",BURNHAM WOOD CHARTER SCHOOL DISTRICT,"48"
"4800041",ADVANTAGE ACADEMY,"48"
"4800042",RAPOPORT ACADEMY PUBLIC SCHOOL,"48"
"4800044",WAYSIDE SCHOOLS,"48"
"4800048",RAVEN SCHOOL,"48"
"4800049",EXCEL ACADEMY,"48"
"4800053",INSPIRE ACADEMIES,"48"
"4800055",LIFE SCHOOL,"48"
"4800058",NYOS CHARTER SCHOOL,"48"
"4800059",POSITIVE SOLUTIONS CHARTER SCHOOL,"48"
"4800061",NEW FRONTIERS PUBLIC SCHOOLS INC,"48"
"4800062",LEGACY TRADITIONAL SCHOOLS - TEXAS,"48"
"4800063",SOUTHWEST PREPARATORY SCHOOL,"48"
"4800064",CHAPARRAL STAR ACADEMY,"48"
"4800065",HORIZON MONTESSORI PUBLIC SCHOOLS,"48"
"4800066",TEXAS EMPOWERMENT ACADEMY,"48"
"4800068",TREETOPS SCHOOL INTERNATIONAL,"48"
"4800069",TWO DIMENSIONS PREPARATORY ACADEMY,"48"
"4800070",UNIVERSAL ACADEMY,"48"
"4800071",UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,"48"
"4800072",NOVA ACADEMY,"48"
"4800073",THE VARNETT PUBLIC SCHOOL,"48"
"4800074",PINEYWOODS COMMUNITY ACADEMY,"48"
"4800075",RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),"48"
"4800076",PRIORITY CHARTER SCHOOLS,"48"
"4800077",BEXAR COUNTY ACADEMY,"48"
"4800080",HERITAGE ACADEMY,"48"
"4800083",REG 20 EDUCATION SERVICE CENTER,"48"
"4800086",BRAZOS SCHOOL FOR INQUIRY & CREATIVITY,"48"
"4800090",ACADEMY OF DALLAS,"48"
"4800092",TRINITY BASIN PREPARATORY,"48"
"4800093",ACADEMY FOR ACADEMIC EXCELLENCE,"48"
"4800095",A W BROWN LEADERSHIP ACADEMY,"48"
"4800098",JEAN MASSIEU ACADEMY,"48"
"4800104",REG 10 EDUCATION SERVICE CENTER,"48"
"4800105",FAITH FAMILY ACADEMY,"48"
"4800106",TRIUMPH PUBLIC HIGH SCHOOLS-WEST TEXAS,"48"
"4800107",REG 19 EDUCATION SERVICE CENTER,"48"
"4800108",ODYSSEY ACADEMY INC,"48"
"4800109",EAST TEXAS CHARTER SCHOOLS,"48"
"4800110",REG 7 EDUCATION SERVICE CENTER,"48"
"4800113",AMIGOS POR VIDA-FRIENDS FOR LIFE PUB CHTR SCH,"48"
"4800115",HOUSTON HEIGHTS HIGH SCHOOL,"48"
"4800118",HOUSTON GATEWAY ACADEMY INC,"48"
"4800124",CALVIN NELMS CHARTER SCHOOLS,"48"
"4800125",SOUTHWEST PUBLIC SCHOOLS,"48"
"4800127",COMQUEST ACADEMY,"48"
"4800130",REG 4 EDUCATION SERVICE CENTER,"48"
"4800132",KATHERINE ANNE PORTER SCHOOL,"48"
"4800133",TRIUMPH PUBLIC HIGH SCHOOLS-RIO GRANDE VALLEY,"48"
"4800136",REG 1 EDUCATION SERVICE CENTER,"48"
"4800139",TEKOA ACADEMY OF ACCELERATED STUDIES STEM SCHOOL,"48"
"4800141",RISE ACADEMY,"48"
"4800142",TRIUMPH PUBLIC HIGH SCHOOLS-LUBBOCK,"48"
"4800144",REG 17 EDUCATION SERVICE CENTER,"48"
"4800146",REG 12 EDUCATION SERVICE CENTER,"48"
"4800148",MIDLAND ACADEMY CHARTER SCHOOL,"48"
"4800150",REG 18 EDUCATION SERVICE CENTER,"48"
"4800154",REG 2 EDUCATION SERVICE CENTER,"48"
"4800155",REG 5 EDUCATION SERVICE CENTER,"48"
"4800156",REG 16 EDUCATION SERVICE CENTER,"48"
"4800158",ARLINGTON CLASSICS ACADEMY,"48"
"4800159",ERATH EXCELS ACADEMY INC,"48"
"4800162",REG 11 EDUCATION SERVICE CENTER,"48"
"4800163",TEXAS COLLEGE PREPARATORY ACADEMIES,"48"
"4800164",REG 14 EDUCATION SERVICE CENTER,"48"
"4800165",REG 8 EDUCATION SERVICE CENTER,"48"
"4800166",REG 15 EDUCATION SERVICE CENTER,"48"
"4800169",REG 13 EDUCATION SERVICE CENTER,"48"
"4800171",RANCH ACADEMY,"48"
"4800172",REG 3 EDUCATION SERVICE CENTER,"48"
"4800173",REG 6 EDUCATION SERVICE CENTER,"48"
"4800174",TRIUMPH PUBLIC HIGH SCHOOLS CENTRAL TEXAS,"48"
"4800176",REG 9 EDUCATION SERVICE CENTER,"48"
"4800177",ST MARY'S ACADEMY CHARTER SCHOOL,"48"
"4800179",JUBILEE ACADEMIES,"48"
"4800184",GATEWAY CHARTER ACADEMY,"48"
"4800186",EDUCATION CENTER INTERNATIONAL ACADEMY,"48"
"4800187",NORTH TEXAS COLLEGIATE ACADEMY,"48"
"4800190",BEATRICE MAYES INSTITUTE CHARTER SCHOOL,"48"
"4800192",ACCELERATED INTERMEDIATE ACADEMY,"48"
"4800194",TEXAS PREPARATORY SCHOOL,"48"
"4800195",VANGUARD ACADEMY,"48"
"4800201",NOVA ACADEMY SOUTHEAST,"48"
"4800202",WINFREE ACADEMY CHARTER SCHOOLS,"48"
"4800203",A+ ACADEMY,"48"
"4800204",INSPIRED VISION ACADEMY,"48"
"4800205",EL PASO ACADEMY,"48"
"4800207",PREMIER HIGH SCHOOLS,"48"
"4800209",YES PREP PUBLIC SCHOOLS INC,"48"
"4800210",HARMONY PUBLIC SCHOOLS - HOUSTON SOUTH,"48"
"4800211",IDEA PUBLIC SCHOOLS,"48"
"4800213",PANOLA CHARTER SCHOOL,"48"
"4800214",BRAZOS RIVER CHARTER SCHOOL,"48"
"4800221",EHRHART SCHOOL,"48"
"4800227",BIG SPRINGS CHARTER SCHOOL,"48"
"4800231",FORT WORTH ACADEMY OF FINE ARTS,"48"
"4800232",CEDARS INTERNATIONAL ACADEMY,"48"
"4800235",ORENDA CHARTER SCHOOL,"48"
"4800236",EVOLUTION ACADEMY CHARTER SCHOOL,"48"
"4800237",GOLDEN RULE CHARTER SCHOOL,"48"
"4800240",BAKERRIPLEY COMMUNITY SCHOOLS,"48"
"4800241",HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS,"48"
"4800246",LIGHTHOUSE PUBLIC SCHOOLS,"48"
"4800248",ST ANTHONY SCHOOL,"48"
"4800251",UNIVERSITY OF TEXAS ELEMENTARY CHARTER SCHOOL,"48"
"4800252",TEXAS SCH FOR THE BLIND & VISUALLY IMPAIRED,"48"
"4800253",TEXAS SCH FOR THE DEAF,"48"
"4800254",WESTLAKE ACADEMY CHARTER SCHOOL,"48"
"4800255",EAST FORT WORTH MONTESSORI ACADEMY,"48"
"4800258",SCHOOL OF SCIENCE AND TECHNOLOGY,"48"
"4800259",TRINITY CHARTER SCHOOL,"48"
"4800261",HARRIS COUNTY DEPT OF ED,"48"
"4800262",MEYERPARK CHARTER,"48"
"4800263",DRAW ACADEMY,"48"
"4800264",KIPP TEXAS PUBLIC SCHOOLS,"48"
"4800265",AUSTIN DISCOVERY SCHOOL,"48"
"4800266",HARMONY PUBLIC SCHOOLS - SOUTH TEXAS,"48"
"4800268",SOMERSET ACADEMIES OF TEXAS,"48"
"4800270",LA ACADEMIA DE ESTRELLAS,"48"
"4800271",RICHLAND COLLEGIATE HIGH SCHOOL,"48"
"4800272",HARMONY PUBLIC SCHOOLS - WEST TEXAS,"48"
"4800274",HARMONY PUBLIC SCHOOLS - HOUSTON NORTH,"48"
"4800275",STEP CHARTER SCHOOL,"48"
"4800278",CROSSTIMBERS ACADEMY,"48"
"4800279",CORPUS CHRISTI MONTESSORI SCHOOL,"48"
"4800283",THE RHODES SCHOOL FOR PERFORMING ARTS,"48"
"4800284",AMBASSADORS PREPARATORY ACADEMY,"48"
"4800286",LA FE PREPARATORY SCHOOL,"48"
"4800287",TEXAS SCHOOL OF THE ARTS,"48"
"4800288",CITYSCAPE SCHOOLS,"48"
"4800289",SEASHORE CHARTER SCHOOLS,"48"
"4800291",WINDHAM SCHOOL DISTRICT,"48"
"4800292",HARMONY PUBLIC SCHOOLS - NORTH TEXAS,"48"
"4801394",VISTA DEL FUTURO CHARTER SCHOOL,"48"
"4801395",STEPHEN F AUSTIN STATE UNIVERSITY CHARTER SCHOOL,"48"
"4801400",SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,"48"
"4801404",MEADOWLAND CHARTER DISTRICT,"48"
"4801405",HARMONY PUBLIC SCHOOLS - HOUSTON WEST,"48"
"4801407",CHAPEL HILL ACADEMY,"48"
"4801409",TEXAS LEADERSHIP PUBLIC SCHOOLS,"48"
"4801410",BOB HOPE SCHOOL,"48"
"4801412",HENRY FORD ACADEMY ALAMEDA SCHOOL FOR ART + DESIGN,"48"
"4801414",VALERE PUBLIC SCHOOLS,"48"
"4801415",MANARA ACADEMY,"48"
"4801416",ARROW ACADEMY,"48"
"4801417",COMPASS ACADEMY CHARTER SCHOOL,"48"
"4801418",THE LAWSON ACADEMY,"48"
"4801420",LEADERSHIP PREP SCHOOL,"48"
"4801421",NEWMAN INTERNATIONAL ACADEMY OF ARLINGTON,"48"
"4801422",MERIDIAN WORLD SCHOOL LLC,"48"
"4801425",UME PREPARATORY ACADEMY,"48"
"4801427",UT TYLER UNIVERSITY ACADEMY,"48"
"4801428",LEGACY PREPARATORY,"48"
"4801429",IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS,"48"
"4801431",AUSTIN ACHIEVE PUBLIC SCHOOLS,"48"
"4801432",LONE STAR SCHOOL DISTRICT,"48"
"4801433",EXCELLENCE IN LEADERSHIP ACADEMY,"48"
"4801434",THE PRO-VISION ACADEMY,"48"
"4801435",ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY,"48"
"4801436",VILLAGE TECH SCHOOLS,"48"
"4801438",BASIS TEXAS,"48"
"4801439",EL PASO LEADERSHIP ACADEMY,"48"
"4801440",INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS),"48"
"4801441",GREAT HEARTS TEXAS,"48"
"4801442",MONTESSORI FOR ALL,"48"
"4801443",UTPB STEM ACADEMY,"48"
"4801446",BETA ACADEMY,"48"
"4801447",KI CHARTER,"48"
"4801448",THE EXCEL CENTER (FOR ADULTS),"48"
"4801451",PIONEER TECHNOLOGY & ARTS ACADEMY,"48"
"4801452",IMAGINE LONE STAR INTERNATIONAL ACADEMY,"48"
"4801453",A+ UNLIMITED POTENTIAL,"48"
"4801454",SAM HOUSTON STATE UNIVERSITY CHARTER SCHOOL,"48"
"4801456",TRIVIUM ACADEMY,"48"
"4801457",COMPASS ROSE PUBLIC SCHOOLS,"48"
"4801458",GOODWATER MONTESSORI SCHOOL,"48"
"4801459",LEGACY SCHOOL OF SPORT SCIENCES,"48"
"4801460",ETOILE ACADEMY CHARTER SCHOOL,"48"
"4801461",VALOR EDUCATION,"48"
"4801462",BRIDGEWAY PREPARATORY ACADEMY,"48"
"4801463",YELLOWSTONE COLLEGE PREPARATORY,"48"
"4801464",LAKE GRANBURY ACADEMY CHARTER SCHOOL,"48"
"4801465",REVE PREPARATORY CHARTER SCHOOL,"48"
"4801466",BLOOM ACADEMY CHARTER SCHOOL,"48"
"4801467",PROMESA ACADEMY CHARTER SCHOOL,"48"
"4801468",BETTY M CONDRA SCHOOL FOR EDUCATION INNOVATION,"48"
"4801469",HOUSTON CLASSICAL CHARTER SCHOOL,"48"
"4801470",ELEVATE COLLEGIATE CHARTER SCHOOL,"48"
"4801471",THE GATHERING PLACE,"48"
"4801472",SAN ANTONIO STEAM ACADEMY,"48"
"4801473",UNIVERSITY OF TEXAS AT AUSTIN H S,"48"
"4801474",DORAL ACADEMY OF TEXAS,"48"
"4801475",BRILLANTE ACADEMY,"48"
"4801476",PRELUDE PREPARATORY CHARTER SCHOOL,"48"
"4801477",ROYAL PUBLIC SCHOOLS,"48"
"4801479",ESSENCE PREPARATORY CHARTER SCHOOL,"48"
"4801480",TEXAS TECH UNIVERSITY K-12,"48"
"4801481",THRIVE CENTER FOR SUCCESS,"48"
"4801482",ROCKETSHIP PUBLIC SCHOOLS,"48"
"4807350",COLLEGE STATION ISD,"48"
"4807380",ABBOTT ISD,"48"
"4807410",ABERNATHY ISD,"48"
"4807440",ABILENE ISD,"48"
"4807470",ACADEMY ISD,"48"
"4807500",ADRIAN ISD,"48"
"4807530",AGUA DULCE ISD,"48"
"4807590",ALAMO HEIGHTS ISD,"48"
"4807650",ALBA-GOLDEN ISD,"48"
"4807680",ALBANY ISD,"48"
"4807710",ALDINE ISD,"48"
"4807780",ALEDO ISD,"48"
"4807800",ALICE ISD,"48"
"4807830",ALIEF ISD,"48"
"4807890",ALLEN ISD,"48"
"4807950",ALPINE ISD,"48"
"4807980",ALTO ISD,"48"
"4808090",ALVIN ISD,"48"
"4808100",ALVORD ISD,"48"
"4808130",AMARILLO ISD,"48"
"4808160",AMHERST ISD,"48"
"4808190",ANAHUAC ISD,"48"
"4808230",ANDERSON-SHIRO CISD,"48"
"4808280",ANDREWS ISD,"48"
"4808310",ANGLETON ISD,"48"
"4808340",ANNA ISD,"48"
"4808400",ANSON ISD,"48"
"4808430",ANTHONY ISD,"48"
"4808460",ANTON ISD,"48"
"4808490",APPLE SPRINGS ISD,"48"
"4808520",AQUILLA ISD,"48"
"4808550",ROCKPORT-FULTON ISD,"48"
"4808580",ARANSAS PASS ISD,"48"
"4808610",ARCHER CITY ISD,"48"
"4808670",ARGYLE ISD,"48"
"4808700",ARLINGTON ISD,"48"
"4808730",ARP ISD,"48"
"4808870",ATHENS ISD,"48"
"4808880",ATLANTA ISD,"48"
"4808910",AUBREY ISD,"48"
"4808940",AUSTIN ISD,"48"
"4809000",AUSTWELL-TIVOLI ISD,"48"
"4809030",AVALON ISD,"48"
"4809060",AVERY ISD,"48"
"4809090",AVINGER ISD,"48"
"4809150",AXTELL ISD,"48"
"4809200",AZLE ISD,"48"
"4809280",BAIRD ISD,"48"
"4809300",BALLINGER ISD,"48"
"4809330",BALMORHEA ISD,"48"
"4809360",BANDERA ISD,"48"
"4809390",BANGS ISD,"48"
"4809410",BANQUETE ISD,"48"
"4809450",BARBERS HILL ISD,"48"
"4809540",BARTLETT ISD,"48"
"4809570",BASTROP ISD,"48"
"4809630",BAY CITY ISD,"48"
"4809670",BEAUMONT ISD,"48"
"4809690",BECKVILLE ISD,"48"
"4809720",BEEVILLE ISD,"48"
"4809750",BELLEVUE ISD,"48"
"4809780",BELLS ISD,"48"
"4809810",BELLVILLE ISD,"48"
"4809860",BELTON ISD,"48"
"4809870",BEN BOLT-PALITO BLANCO ISD,"48"
"4809980",BENJAMIN ISD,"48"
"4810140",BIG SANDY ISD,"48"
"4810170",BIG SANDY ISD,"48"
"4810200",BIG SPRING ISD,"48"
"4810230",BIRDVILLE ISD,"48"
"4810260",BISHOP CISD,"48"
"4810320",BLANCO ISD,"48"
"4810350",BLAND ISD,"48"
"4810380",BLANKET ISD,"48"
"4810440",BLOOMBURG ISD,"48"
"4810470",BLOOMING GROVE ISD,"48"
"4810500",BLOOMINGTON ISD,"48"
"4810590",BLUE RIDGE ISD,"48"
"4810620",BLUFF DALE ISD,"48"
"4810650",BLUM ISD,"48"
"4810710",BOERNE ISD,"48"
"4810740",BOLES ISD,"48"
"4810780",BOLING ISD,"48"
"4810800",BONHAM ISD,"48"
"4810830",BOOKER ISD,"48"
"4810860",BORDEN COUNTY ISD,"48"
"4810890",BORGER ISD,"48"
"4810910",BOSQUEVILLE ISD,"48"
"4810950",BOVINA ISD,"48"
"4810990",BOWIE ISD,"48"
"4811010",BOYD ISD,"48"
"4811040",BOYS RANCH ISD,"48"
"4811070",BRACKETT ISD,"48"
"4811110",BRADY ISD,"48"
"4811190",BRAZOSPORT ISD,"48"
"4811220",BRECKENRIDGE ISD,"48"
"4811250",BREMOND ISD,"48"
"4811280",BRENHAM ISD,"48"
"4811310",BRIDGE CITY ISD,"48"
"4811340",BRIDGEPORT ISD,"48"
"4811400",FORT ELLIOTT CISD,"48"
"4811430",BROADDUS ISD,"48"
"4811460",BROCK ISD,"48"
"4811490",BRONTE ISD,"48"
"4811520",BROOKELAND ISD,"48"
"4811550",BROOKESMITH ISD,"48"
"4811580",BROOKS COUNTY ISD,"48"
"4811610",BROWNFIELD ISD,"48"
"4811640",BROWNSBORO ISD,"48"
"4811680",BROWNSVILLE ISD,"48"
"4811700",BROWNWOOD ISD,"48"
"4811730",BRUCEVILLE-EDDY ISD,"48"
"4811790",BRYAN ISD,"48"
"4811820",BRYSON ISD,"48"
"4811850",BUCKHOLTS ISD,"48"
"4811910",BUENA VISTA ISD,"48"
"4811990",BUFFALO ISD,"48"
"4812060",BULLARD ISD,"48"
"4812090",BUNA ISD,"48"
"4812120",BURKBURNETT ISD,"48"
"4812150",BURKEVILLE ISD,"48"
"4812180",BURLESON ISD,"48"
"4812220",BURNET CISD,"48"
"4812240",BURTON ISD,"48"
"4812360",BYNUM ISD,"48"
"4812390",CADDO MILLS ISD,"48"
"4812420",CALALLEN ISD,"48"
"4812460",CALDWELL ISD,"48"
"4812480",CALHOUN COUNTY ISD,"48"
"4812510",CALLISBURG ISD,"48"
"4812540",CALVERT ISD,"48"
"4812640",CAMERON ISD,"48"
"4812660",CAMPBELL ISD,"48"
"4812700",CANADIAN ISD,"48"
"4812750",CANTON ISD,"48"
"4812780",CANUTILLO ISD,"48"
"4812810",CANYON ISD,"48"
"4812870",CARLISLE ISD,"48"
"4812990",CARRIZO SPRINGS CISD,"48"
"4813020",CARROLL ISD,"48"
"4813050",CARROLLTON-FARMERS BRANCH ISD,"48"
"4813110",CARTHAGE ISD,"48"
"4813170",CASTLEBERRY ISD,"48"
"4813200",CAYUGA ISD,"48"
"4813230",CEDAR HILL ISD,"48"
"4813260",CELESTE ISD,"48"
"4813290",CELINA ISD,"48"
"4813320",CENTER ISD,"48"
"4813350",CENTER POINT ISD,"48"
"4813380",CENTERVILLE ISD,"48"
"4813410",CENTERVILLE ISD,"48"
"4813440",CENTRAL HEIGHTS ISD,"48"
"4813500",CENTRAL ISD,"48"
"4813530",LUMBERTON ISD,"48"
"4813590",CHANNELVIEW ISD,"48"
"4813620",CHANNING ISD,"48"
"4813650",CHAPEL HILL ISD,"48"
"4813680",CHAPEL HILL ISD,"48"
"4813710",CHARLOTTE ISD,"48"
"4813740",CHEROKEE ISD,"48"
"4813770",CHESTER ISD,"48"
"4813800",CHICO ISD,"48"
"4813860",CHILDRESS ISD,"48"
"4813890",CHILLICOTHE ISD,"48"
"4813920",CHILTON ISD,"48"
"4813960",CHINA SPRING ISD,"48"
"4813980",CHIRENO ISD,"48"
"4814010",CHRISTOVAL ISD,"48"
"4814070",CISCO ISD,"48"
"4814130",CITY VIEW ISD,"48"
"4814160",CLARENDON ISD,"48"
"4814190",CLARKSVILLE ISD,"48"
"4814250",CLAUDE ISD,"48"
"4814280",CLEAR CREEK ISD,"48"
"4814310",CLEBURNE ISD,"48"
"4814370",CLEVELAND ISD,"48"
"4814400",CLIFTON ISD,"48"
"4814430",CLINT ISD,"48"
"4814450",CLYDE CISD,"48"
"4814490",COAHOMA ISD,"48"
"4814520",COLDSPRING-OAKHURST CISD,"48"
"4814550",COLEMAN ISD,"48"
"4814580",COLLINSVILLE ISD,"48"
"4814600",COLMESNEIL ISD,"48"
"4814640",COLORADO ISD,"48"
"4814670",COLUMBIA-BRAZORIA ISD,"48"
"4814700",COLUMBUS ISD,"48"
"4814730",COMAL ISD,"48"
"4814760",COMANCHE ISD,"48"
"4814790",COMFORT ISD,"48"
"4814820",COMMERCE ISD,"48"
"4814850",COMMUNITY ISD,"48"
"4814880",COMO-PICKTON CISD,"48"
"4814920",COMSTOCK ISD,"48"
"4814970",CONNALLY ISD,"48"
"4815000",CONROE ISD,"48"
"4815120",COOLIDGE ISD,"48"
"4815150",COOPER ISD,"48"
"4815180",LUBBOCK-COOPER ISD,"48"
"4815210",COPPELL ISD,"48"
"4815240",COPPERAS COVE ISD,"48"
"4815270",CORPUS CHRISTI ISD,"48"
"4815300",CORRIGAN-CAMDEN ISD,"48"
"4815330",CORSICANA ISD,"48"
"4815360",COTTON CENTER ISD,"48"
"4815400",COTULLA ISD,"48"
"4815420",COUPLAND ISD,"48"
"4815480",COVINGTON ISD,"48"
"4815510",CRANDALL ISD,"48"
"4815540",CRANE ISD,"48"
"4815570",CRANFILLS GAP ISD,"48"
"4815600",CRAWFORD ISD,"48"
"4815690",CROCKETT COUNTY CONSOLIDATED CSD,"48"
"4815720",CROCKETT ISD,"48"
"4815750",CROSBY ISD,"48"
"4815810",CROSS PLAINS ISD,"48"
"4815840",CROSS ROADS ISD,"48"
"4815870",CROWELL ISD,"48"
"4815910",CROWLEY ISD,"48"
"4815930",CRYSTAL CITY ISD,"48"
"4815960",CUERO ISD,"48"
"4815990",CULBERSON COUNTY-ALLAMOORE ISD,"48"
"4816020",CUMBY COLLEGIATE ISD,"48"
"4816080",CUSHING ISD,"48"
"4816110",CYPRESS-FAIRBANKS ISD,"48"
"4816140",D'HANIS ISD,"48"
"4816180",DAINGERFIELD-LONE STAR ISD,"48"
"4816200",DALHART ISD,"48"
"4816230",DALLAS ISD,"48"
"4816260",DAMON ISD,"48"
"4816290",DANBURY ISD,"48"
"4816320",DARROUZETT ISD,"48"
"4816350",DAWSON ISD,"48"
"4816380",DAWSON ISD,"48"
"4816410",DAYTON ISD,"48"
"4816440",DE LEON ISD,"48"
"4816500",DECATUR ISD,"48"
"4816530",DEER PARK ISD,"48"
"4816570",DEKALB ISD,"48"
"4816620",DEL VALLE ISD,"48"
"4816650",DELL CITY ISD,"48"
"4816710",DENISON ISD,"48"
"4816740",DENTON ISD,"48"
"4816770",DENVER CITY ISD,"48"
"4816860",DESOTO ISD,"48"
"4816890",DETROIT ISD,"48"
"4816920",DEVERS ISD,"48"
"4816950",DEVINE ISD,"48"
"4816980",DEW ISD,"48"
"4817010",DEWEYVILLE ISD,"48"
"4817040",DIBOLL ISD,"48"
"4817070",DICKINSON ISD,"48"
"4817100",DILLEY ISD,"48"
"4817130",DIME BOX ISD,"48"
"4817160",DIMMITT ISD,"48"
"4817190",DIVIDE ISD,"48"
"4817280",DODD CITY ISD,"48"
"4817390",DONNA ISD,"48"
"4817400",DOSS CONSOLIDATED CSD,"48"
"4817460",DOUGLASS ISD,"48"
