LEAID,NAME,STFIP
"0100002",Alabama Youth Services,"01"
"0100005",Albertville City,"01"
"0100006",Marshall County,"01"
"0100007",Hoover City,"01"
"0100008",Madison City,"01"
"0100009",Al Inst Deaf And Blind,"01"
"0100010",Al Sch Of Math And Science,"01"
"0100011",Leeds City,"01"
"0100012",Boaz City,"01"
"0100013",Trussville City,"01"
"0100018",Alabama School of Fine Arts,"01"
"0100030",Alexander City,"01"
"0100060",Andalusia City,"01"
"0100090",Anniston City,"01"
"0100100",Arab City,"01"
"0100120",Athens City,"01"
"0100176",JF Ingram State Technical College,"01"
"0100180",Attalla City,"01"
"0100185",Saraland City,"01"
"0100188",Chickasaw City,"01"
"0100189",Satsuma City,"01"
"0100190",Alabaster City,"01"
"0100194",Pelham City,"01"
"0100195",Pike Road City,"01"
"0100197",MAEF Public Charter Schools,"01"
"0100199",University Charter School,"01"
"0100201",Legacy Prep,"01"
"0100202",Gulf Shores City,"01"
"0100203",LEAD Academy,"01"
"0100204",i3 Academy,"01"
"0100207",LIFE Academy,"01"
"0100208",Breakthrough Charter School,"01"
"0100209",Ivy Classical Academy,"01"
"0100210",Auburn City,"01"
"0100211",Magic City Acceptance Academy,"01"
"0100212",Alabama School of Cyber Technology and Engineering,"01"
"0100213",Alabama Aerospace and Aviation,"01"
"0100240",Autauga County,"01"
"0100270",Baldwin County,"01"
"0100300",Barbour County,"01"
"0100330",Bessemer City,"01"
"0100360",Bibb County,"01"
"0100390",Birmingham City,"01"
"0100420",Blount County,"01"
"0100450",Brewton City,"01"
"0100480",Bullock County,"01"
"0100510",Butler County,"01"
"0100540",Calhoun County,"01"
"0100600",Chambers County,"01"
"0100630",Cherokee County,"01"
"0100660",Chilton County,"01"
"0100690",Choctaw County,"01"
"0100720",Clarke County,"01"
"0100750",Clay County,"01"
"0100780",Cleburne County,"01"
"0100810",Coffee County,"01"
"0100840",Colbert County,"01"
"0100870",Conecuh County,"01"
"0100900",Coosa County,"01"
"0100930",Covington County,"01"
"0100960",Crenshaw County,"01"
"0100990",Cullman City,"01"
"0101020",Cullman County,"01"
"0101050",Dale County,"01"
"0101080",Daleville City,"01"
"0101110",Dallas County,"01"
"0101140",DeKalb County,"01"
"0101170",Decatur City,"01"
"0101200",Demopolis City,"01"
"0101230",Dothan City,"01"
"0101260",Elba City,"01"
"0101290",Elmore County,"01"
"0101320",Enterprise City,"01"
"0101350",Escambia County,"01"
"0101380",Etowah County,"01"
"0101410",Eufaula City,"01"
"0101440",Fairfield City,"01"
"0101470",Fayette County,"01"
"0101530",Florence City,"01"
"0101560",Fort Payne City,"01"
"0101590",Franklin County,"01"
"0101620",Gadsden City,"01"
"0101640",Geneva City,"01"
"0101660",Geneva County,"01"
"0101680",Greene County,"01"
"0101690",Guntersville City,"01"
"0101710",Hale County,"01"
"0101720",Haleyville City,"01"
"0101730",Hartselle City,"01"
"0101740",Henry County,"01"
"0101760",Homewood City,"01"
"0101770",Houston County,"01"
"0101800",Huntsville City,"01"
"0101830",Jackson County,"01"
"0101860",Jacksonville City,"01"
"0101890",Jasper City,"01"
"0101920",Jefferson County,"01"
"0101950",Lamar County,"01"
"0101980",Lanett City,"01"
"0102010",Lauderdale County,"01"
"0102040",Lawrence County,"01"
"0102070",Lee County,"01"
"0102100",Limestone County,"01"
"0102130",Linden City,"01"
"0102160",Lowndes County,"01"
"0102190",Macon County,"01"
"0102220",Madison County,"01"
"0102250",Marengo County,"01"
"0102310",Marion County,"01"
"0102350",Midfield City,"01"
"0102370",Mobile County,"01"
"0102400",Monroe County,"01"
"0102430",Montgomery County,"01"
"0102480",Morgan County,"01"
"0102490",Mountain Brook City,"01"
"0102520",Muscle Shoals City,"01"
"0102550",Oneonta City,"01"
"0102580",Opelika City,"01"
"0102610",Opp City,"01"
"0102635",Oxford City,"01"
"0102640",Ozark City,"01"
"0102650",Pell City,"01"
"0102670",Perry County,"01"
"0102700",Phenix City,"01"
"0102730",Pickens County,"01"
"0102760",Piedmont City,"01"
"0102790",Pike County,"01"
"0102820",Randolph County,"01"
"0102850",Roanoke City,"01"
"0102880",Russell County,"01"
"0102910",Russellville City,"01"
"0102940",Scottsboro City,"01"
"0102970",Selma City,"01"
"0103000",Sheffield City,"01"
"0103030",Shelby County,"01"
"0103062",St Clair County,"01"
"0103090",Sumter County,"01"
"0103120",Sylacauga City,"01"
"0103150",Talladega City,"01"
"0103180",Talladega County,"01"
"0103210",Tallapoosa County,"01"
"0103240",Tallassee City,"01"
"0103270",Tarrant City,"01"
"0103300",Thomasville City,"01"
"0103330",Troy City,"01"
"0103360",Tuscaloosa City,"01"
"0103390",Tuscaloosa County,"01"
"0103420",Tuscumbia City,"01"
"0103430",Vestavia Hills City,"01"
"0103450",Walker County,"01"
"0103480",Washington County,"01"
"0103510",Wilcox County,"01"
"0103540",Winfield City,"01"
"0103580",Winston County,"01"
"0103581",Orange Beach City,"01"
"0103582",Empower Schools of Alabama,"01"
"0103583",Covenant Academy of Mobile,"01"
"0103584",Barnabas School of Leadership,"01"
"0103585",Freedom Prep Academy,"01"
"0103586",Floretta P Carson Visual and Performing Arts,"01"
"0103587",Independence Preparatory Academy,"01"
"0103588",I Dream Big Charter Schools,"01"
"0200001",Lower Kuskokwim School District,"02"
"0200003",Lower Yukon School District,"02"
"0200004",Yupiit School District,"02"
"0200005",Kashunamiut School District,"02"
"0200006",Mount Edgecumbe,"02"
"0200007",Aleutians East Borough School District,"02"
"0200010",Aleutian Region School District,"02"
"0200020",Bering Strait School District,"02"
"0200030",Bristol Bay Borough School District,"02"
"0200050",Alaska Gateway School District,"02"
"0200060",Cordova City School District,"02"
"0200070",Copper River School District,"02"
"0200090",Craig City School District,"02"
"0200100",Delta/Greely School District,"02"
"0200120",Dillingham City School District,"02"
"0200130",Galena City School District,"02"
"0200150",Ketchikan Gateway Borough School District,"02"
"0200180",Anchorage School District,"02"
"0200210",Juneau Borough School District,"02"
"0200240",Sitka School District,"02"
"0200270",Haines Borough School District,"02"
"0200300",Hoonah City School District,"02"
"0200330",Hydaburg City School District,"02"
"0200360",Kake City School District,"02"
"0200390",Kenai Peninsula Borough School District,"02"
"0200450",Klawock City School District,"02"
"0200480",Kodiak Island Borough School District,"02"
"0200485",Lake and Peninsula Borough School District,"02"
"0200510",Matanuska-Susitna Borough School District,"02"
"0200520",Iditarod Area School District,"02"
"0200525",Annette Island School District,"02"
"0200540",Nenana City School District,"02"
"0200570",Nome Public Schools,"02"
"0200600",Fairbanks North Star Borough School District,"02"
"0200610",North Slope Borough School District,"02"
"0200625",Northwest Arctic Borough School District,"02"
"0200630",Pelican City School District,"02"
"0200660",Petersburg Borough School District,"02"
"0200670",Pribilof School District,"02"
"0200680",Saint Mary's School District,"02"
"0200690",Skagway School District,"02"
"0200700",Southeast Island School District,"02"
"0200710",Southwest Region School District,"02"
"0200715",Tanana City School District,"02"
"0200720",Unalaska City School District,"02"
"0200730",Chatham School District,"02"
"0200760",Kuspuk School District,"02"
"0200770",Denali Borough School District,"02"
"0200775",Yukon Flats School District,"02"
"0200780",Valdez City School District,"02"
"0200800",Chugach School District,"02"
"0200810",Wrangell Public School District,"02"
"0200840",Yakutat School District,"02"
"0200862",Yukon-Koyukuk School District,"02"
"0400001",Cave Creek Unified District (4244),"04"
"0400003",Chino Valley Unified District (4474),"04"
"0400004",Clarkdale-Jerome Elementary District (4486),"04"
"0400005",Salome Consolidated Elementary District (4514),"04"
"0400016",Center for Academic Success Inc. (4191),"04"
"0400018",Pine Forest Education Association Inc. (4201),"04"
"0400019",Flagstaff Arts And Leadership Academy (4202),"04"
"0400020",Flagstaff Montessori (4205),"04"
"0400021",Colorado City Unified District (4370),"04"
"0400022",Vernon Elementary District (4162),"04"
"0400023",Pinon Unified District (4390),"04"
"0400026",Heber-Overgaard Unified District (4392),"04"
"0400028",Triumphant Learning Center (4225),"04"
"0400031",Ridgeline Academy Inc. (4301),"04"
"0400033",The Boys & Girls Clubs of the Valley (4305),"04"
"0400034",Reid Traditional Schools' Valley Academy Inc. (4306),"04"
"0400037",Twenty First Century Charter School Inc. Bennett  (4310),"04"
"0400040",STEP UP Schools Inc. (4313),"04"
"0400041",Maricopa County Community College District dba Gat (4314),"04"
"0400043",New School For The Arts (4316),"04"
"0400047",Salt River Pima-Maricopa  Community Schools (4320),"04"
"0400052",Espiritu Community Development Corp. (4335),"04"
"0400053",Heritage Academy Inc. (4336),"04"
"0400054",Villa Montessori Charter School (4339),"04"
"0400055",EduPreneurship Inc. (4341),"04"
"0400056",Arizona School For The Arts (4345),"04"
"0400057",Arizona Center for Youth Resources (4346),"04"
"0400061",Intelli-School Inc. (4352),"04"
"0400065",Benjamin Franklin Charter School - Queen Creek (4355),"04"
"0400067",Victory High School Inc. (4358),"04"
"0400068",Montessori Day Public Schools Chartered Inc. (4359),"04"
"0400069",Khalsa Montessori Elementary Schools (4360),"04"
"0400070",Tempe Preparatory Academy (4361),"04"
"0400071",Bright Beginnings School Inc. (4362),"04"
"0400072",Montessori Education Centre Charter School (4363),"04"
"0400074",Kingman Academy Of Learning (4383),"04"
"0400075",Young Scholars Academy Charter School Corp. (4385),"04"
"0400077",Career Development Inc. (4400),"04"
"0400078",Edge School Inc. The (4421),"04"
"0400079",Tucson Youth Development/ACE Charter High School (4422),"04"
"0400081",Presidio School (4425),"04"
"0400082",Colorado River Union High School District (4381),"04"
"0400083",Portable Practical Educational Preparation Inc. ( (4431),"04"
"0400089",Sedona Charter School Inc. (4492),"04"
"0400090",Mingus Springs Charter School (4493),"04"
"0400092",Franklin Phonetic Primary School Inc. (4495),"04"
"0400093",Skyview School Inc. (4496),"04"
"0400094",Az-Tec High School (4508),"04"
"0400095",Yuma Private Industry Council Inc. (4509),"04"
"0400096",Mountain School Inc. (4203),"04"
"0400097",Northland Preparatory Academy (4204),"04"
"0400098",Flagstaff Junior Academy (4207),"04"
"0400099",Liberty High School (4216),"04"
"0400100",Ball Charter Schools (Hearn) (4294),"04"
"0400102",Friendly House Inc. (4303),"04"
"0400103",Ombudsman Educational Services Ltd.a subsidiary  (4323),"04"
"0400106",Arizona Agribusiness & Equine Center Inc. (4331),"04"
"0400107",International Commerce Secondary Schools Inc. (4334),"04"
"0400108",Humanities and Sciences Academy of the United Stat (4337),"04"
"0400109",Phoenix Advantage Charter School Inc. (4338),"04"
"0400111",Allen-Cochran Enterprises Inc. (4347),"04"
"0400112",American Leadership Academy Inc. (4348),"04"
"0400113",Fountain Hills Charter School (4356),"04"
"0400115",Hermosa Montessori Charter School (4426),"04"
"0400120",Arizona Department of Corrections (8336),"04"
"0400121",Accelerated Learning Center Inc. (4297),"04"
"0400122",Acclaim Charter School (4325),"04"
"0400124",Genesis Program Inc. (4332),"04"
"0400126",Montessori Schoolhouse of Tucson Inc. (4428),"04"
"0400129",Accelerated Elementary and Secondary Schools (6364),"04"
"0400130",Edkey Inc. dba American Heritage Academy  (6365),"04"
"0400131",The Charter Foundation Inc. (6355),"04"
"0400134",BASIS Charter Schools Inc. (6361),"04"
"0400135",Challenge School Inc. (6362),"04"
"0400141",Discovery Plus Academy (6357),"04"
"0400144",CPLC Community Schools (4300),"04"
"0400145",Gem Charter School Inc. (6372),"04"
"0400147",Ha:san Educational Services (6369),"04"
"0400149",Kaizen Education Foundation dba El Dorado High Sch (4342),"04"
"0400150",Mexicayotl Academy Inc. (4463),"04"
"0400151",New Horizon School for the Performing Arts (4366),"04"
"0400153",Phoenix School of Academic Excellence The (6379),"04"
"0400154",Shonto Governing Board of Education Inc. (6353),"04"
"0400157",Edkey Inc. - Sequoia Choice Schools (4329),"04"
"0400159",Tucson Preparatory School (6374),"04"
"0400160",Vision Charter School Inc. (4430),"04"
"0400163",Coconino County Accommodation School District (10386),"04"
"0400165",Keystone Montessori Charter School Inc. (10878),"04"
"0400178",Greenlee Alternative School District (4226),"04"
"0400181",Benchmark School Inc. (10972),"04"
"0400182",Cambridge Academy  East  Inc (78888),"04"
"0400184",Ball Charter Schools (Dobson) (79204),"04"
"0400185",Pioneer Technology & Arts Academy of Arizona (4340),"04"
"0400187",Stepping Stones Academy (10966),"04"
"0400190",Liberty Traditional Charter School (10968),"04"
"0400191",Fit Kids Inc. dba Champion Schools (78783),"04"
"0400197",Northern Arizona Vocational Institute of Technolog (78786),"04"
"0400201",Pima County (4420),"04"
"0400202",Academy of Tucson Inc. (78897),"04"
"0400204",Mountain Rose Academy Inc. (10879),"04"
"0400205",Great Expectations Academy (10974),"04"
"0400208",Mountain Oak Charter School Inc. (78873),"04"
"0400209",Park View School Inc. (10970),"04"
"0400210",Painted Pony Ranch Charter School (10967),"04"
"0400211",Mary Ellen Halvorson Educational Foundation. dba:  (10965),"04"
"0400212",Benson Unified School District (79226),"04"
"0400213",Painted Desert Demonstration Projects Inc. (79086),"04"
"0400217",Little Lamb Community School (79050),"04"
"0400218",American Basic Schools LLC (79215),"04"
"0400219",Career Success Schools (79047),"04"
"0400221",Kaizen Education Foundation dba South Pointe Eleme (79233),"04"
"0400223",Daisy Education Corporation dba Sonoran Science Ac (79049),"04"
"0400225",Horizon Community Learning Center Inc. (79264),"04"
"0400227",Kaizen Education Foundation dba South Pointe Junio (78965),"04"
"0400229",Milestones Charter School (79207),"04"
"0400230",Pathfinder Charter School Foundation (79024),"04"
"0400231",James Madison Preparatory School (79063),"04"
"0400232",Self Development Charter School (79072),"04"
"0400235",Excalibur Charter Schools Inc. (79214),"04"
"0400237",Paramount Education Studies Inc (79205),"04"
"0400238",Metropolitan Arts Institute Inc. (5181),"04"
"0400239",P.L.C. Charter Schools (6235),"04"
"0400241",Paragon Management Inc. (5180),"04"
"0400243",Skyline Schools Inc. (79084),"04"
"0400244",Edkey Inc. dba Sequoia Charter School (6446),"04"
"0400246",Edkey Inc. - Sequoia Village School (79211),"04"
"0400248",Telesis Center for Learning Inc. (79218),"04"
"0400254",Southern Arizona Community Academy Inc. (79000),"04"
"0400255",Tucson Country Day School Inc. (79073),"04"
"0400258",Carden of Tucson Inc. (78858),"04"
"0400259",Southgate Academy Inc. (79085),"04"
"0400261",Eastpointe High School Inc. (78833),"04"
"0400263",Patagonia Montessori Elementary School (79069),"04"
"0400264",Santa Cruz Valley Opportunities in Education Inc. (79066),"04"
"0400266",PACE Preparatory Academy Inc. (79068),"04"
"0400267",Kestrel Schools Inc. (79065),"04"
"0400268",Juniper Tree Academy (79064),"04"
"0400273",GAR LLC dba Student Choice High School (78997),"04"
"0400274",AIBT Non-Profit Charter High School - Phoenix (79053),"04"
"0400275",Highland Free School (79061),"04"
"0400276",Academy with Community Partners-Arizona Inc (79213),"04"
"0400278",Deer Valley Charter Schools Inc. (79496),"04"
"0400279",West Gilbert Charter Elementary School Inc. (79497),"04"
"0400280",Mohave Accelerated Learning Center (79498),"04"
"0400281",Masada Charter School Inc. (79499),"04"
"0400282",Harvest Power Community Development Group Inc. (79501),"04"
"0400284",Omega Alpha Academy (79503),"04"
"0400288",Premier Charter High School (79569),"04"
"0400290",Pan-American Elementary Charter (79578),"04"
"0400295",Kingman Unified School District (79598),"04"
"0400303",North Star Charter School Inc. (79701),"04"
"0400310",Calibre Academy (79055),"04"
"0400311",ThrivePoint High School Inc. (79059),"04"
"0400315",Yavapai Accommodation School District (79379),"04"
"0400316",Cobre Valley Institute of Technology District (79391),"04"
"0400317",Khalsa Family Services (79420),"04"
"0400318",Aprender Tucson (79426),"04"
"0400320",Acorn Montessori Charter School (79437),"04"
"0400321",Pinnacle Education-WMCB Inc. (79439),"04"
"0400322",Desert Rose AcademyInc. (79441),"04"
"0400323",Crown Charter School Inc (79443),"04"
"0400326",Success School (79453),"04"
"0400327",Pointe Schools (79455),"04"
"0400329",American Virtual Academy (79461),"04"
"0400330",Compass High School Inc. (79467),"04"
"0400332",James Sandoval Preparatory High School (79475),"04"
"0400339",Destiny School Inc. (6258),"04"
"0400340",Noah Webster Schools - Mesa (10760),"04"
"0400341",Valley Academy for Career and Technology Education (79397),"04"
"0400343",Griffin Foundation Inc. The (79500),"04"
"0400345",Cochise Technology District (79403),"04"
"0400347",Coconino Association for Vocation Industry and Tec (79381),"04"
"0400348",Central Arizona Valley Institute of Technology (79385),"04"
"0400349",Gila Institute for Technology (79387),"04"
"0400350",PEAK School Inc. The (79866),"04"
"0400351",Kaizen Education Foundation dba Vista Grove Prepar (79871),"04"
"0400352",American Charter Schools Foundation d.b.a. Estrell (79873),"04"
"0400353",American Charter Schools Foundation d.b.a. Peoria  (79875),"04"
"0400354",American Charter Schools Foundation d.b.a. Sun Val (79877),"04"
"0400355",American Charter Schools Foundation d.b.a. West Ph (79879),"04"
"0400356",Nosotros Inc (79881),"04"
"0400357",American Charter Schools Foundation d.b.a. Apache  (79883),"04"
"0400359",Challenger Basic School Inc. (79886),"04"
"0400361",Arizona Community Development Corporation (79947),"04"
"0400363",SC Jensen Corporation Inc. dba Intelli-School (79951),"04"
"0400364",PAS Charter Inc. dba Intelli-School (79953),"04"
"0400366",Valley of the Sun Waldorf Education Association d (79957),"04"
"0400367",Pima Prevention Partnership dba Pima Partnership S (79959),"04"
"0400368",Academy of Mathematics and Science Inc. (79961),"04"
"0400370",Midtown Primary School (79994),"04"
"0400373",Tucson International Academy Inc. (79979),"04"
"0400374",Bell Canyon Charter School Inc (79983),"04"
"0400376",Cortez Park Charter Middle School Inc. (79988),"04"
"0400377",West Gilbert Charter Middle School Inc. (79990),"04"
"0400381",Carpe Diem Collegiate High School (80001),"04"
"0400382",CPLC Community Schools dba Toltecalli High School (80032),"04"
"0400384",American Charter Schools Foundation d.b.a. Desert  (79872),"04"
"0400385",American Charter Schools Foundation d.b.a. Crestvi (79874),"04"
"0400386",Kaizen Education Foundation dba Summit High School (79876),"04"
"0400387",Kaizen Education Foundation dba Tempe Accelerated  (79878),"04"
"0400388",Kaizen Education Foundation dba Skyview High Schoo (79880),"04"
"0400389",Kaizen Education Foundation dba Maya High School (79882),"04"
"0400390",Camelback Education Inc (79905),"04"
"0400391",Vista Charter School (79907),"04"
"0400394",Avondale Learning dba Precision Academy (79929),"04"
"0400395",LEAD Charter Schools (79967),"04"
"0400396",All Aboard Charter School (79969),"04"
"0400397",CAFA Inc. dba Learning Foundation Performing Arts (79971),"04"
"0400399",Montessori Academy Inc. (80011),"04"
"0400401",New World Educational Center (78882),"04"
"0400402",Cholla Academy (5186),"04"
"0400403",Akimel O Otham Pee Posh Charter School Inc. (5978),"04"
"0400404",Akimel O'Otham Pee Posh Charter School Inc. (78966),"04"
"0400405",Cornerstone Charter SchoolInc (79077),"04"
"0400406",Happy Valley School Inc. (79081),"04"
"0400407",CITY Center for Collaborative Learning (85448),"04"
"0400409",Satori Inc. (85454),"04"
"0400413",Mohave Accelerated Elementary School Inc. (85516),"04"
"0400414",Academy of Building Industries Inc. (85540),"04"
"0400415",Edkey Inc. (85749),"04"
"0400416",StarShine Academy (85807),"04"
"0400417",Arizona Agribusiness & Equine Center Inc. (85816),"04"
"0400419",Gila County Regional School District (87600),"04"
"0400420",Pillar Charter School (87334),"04"
"0400423",Legacy Education Group (87349),"04"
"0400424",Rosefield Charter Elementary School Inc. (87399),"04"
"0400425",East Mesa Charter Elementary School Inc. (87401),"04"
"0400427",Arizona Connections Academy Charter School Inc. (87407),"04"
"0400429",Country Gardens Charter Schools (79074),"04"
"0400432",Portable Practical Educational Preparation Inc. ( (87405),"04"
"0400434",Santa Cruz County Regional School District (85848),"04"
"0400438",Imagine Charter Elementary at Desert West Inc. (88367),"04"
"0400439",Desert Star Community School Inc. (88321),"04"
"0400440",Chandler Preparatory Academy (88299),"04"
"0400441",Imagine Middle at Surprise Inc. (88372),"04"
"0400442",Imagine Middle at East Mesa Inc. (88369),"04"
"0400444",Prescott Valley Charter School (88317),"04"
"0400445",Imagine Charter Elementary at Camelback Inc. (88365),"04"
"0400447",American Charter Schools Foundation d.b.a. South R (88334),"04"
"0400448",Desert Sky Community School Inc. (88308),"04"
"0400450",Agua Fria Union High School District (4289),"04"
"0400455",Arizona State Hospital (6415),"04"
"0400456",Graham County Juvenile Detention (79539),"04"
"0400457",Cochise County Juvenile Detention (79462),"04"
"0400458",Yuma County Juvenile Justice Center (79524),"04"
"0400459",Maricopa County Sheriffs Office (79540),"04"
"0400460",Yavapai County Juvenile Justice Center (79533),"04"
"0400461",Mohave County Juvenile Detention (79589),"04"
"0400463",Arizona State Schools for the Deaf and the Blind (6393),"04"
"0400480",Aguila Elementary District (4249),"04"
"0400520",Ajo Unified District (4409),"04"
"0400600",Alhambra Elementary District (4280),"04"
"0400607",Eagle Elementary District (4232),"04"
"0400608",BASIS Charter Schools Inc. (81078),"04"
"0400610",Desert Heights Charter Schools (81099),"04"
"0400612",Northeast Arizona Technological Institute of Vocat (81114),"04"
"0400613",Educational Impact Inc. (81123),"04"
"0400614",MCCCD on behalf of Phoenix College Preparatory Aca (81174),"04"
"0400615",West-MEC - Western Maricopa Education Center (80923),"04"
"0400616",New School for the Arts Middle School (80985),"04"
"0400618",American Charter Schools Foundation d.b.a. South P (80989),"04"
"0400619",American Charter Schools Foundation d.b.a. Alta Vi (80995),"04"
"0400621",Pinnacle Education-Tempe Inc. (81001),"04"
"0400625",Pinnacle Education-Kino Inc. (81009),"04"
"0400626",Pinnacle Education-Casa Grande Inc. (81011),"04"
"0400630",Alpine Elementary District (4161),"04"
"0400632",Cochise Community Development Corporation (81027),"04"
"0400633",Canyon Rose Academy Inc. (81029),"04"
"0400636",Blueprint Education (81041),"04"
"0400637",Edkey Inc. - Redwood Academy (81043),"04"
"0400638",Edkey Inc. - Pathfinder Academy (81045),"04"
"0400640",Edkey Inc. - Sequoia School for the Deaf and Hard (81050),"04"
"0400641",Edkey Inc. - Sequoia Ranch School (81052),"04"
"0400649",Heritage Elementary School (81076),"04"
"0400650",Integrity Education Incorporated (5174),"04"
"0400653",Edkey Inc. dba Arizona Conservatory for Arts and  (79981),"04"
"0400655",Veritas Preparatory Academy (80992),"04"
"0400656",RSD Charter School Inc. (81033),"04"
"0400680",Amphitheater Unified District (4406),"04"
"0400720",Antelope Union High School District (4506),"04"
"0400745",Legacy Traditional School - Maricopa (88360),"04"
"0400746",Eduprize Schools LLC (89412),"04"
"0400747",Scottsdale Preparatory Academy (89756),"04"
"0400748",Sage Academy Inc. (89414),"04"
"0400750",Apache Elementary District (4178),"04"
"0400751",Concordia Charter School Inc. (89556),"04"
"0400752",Pima County JTED (89380),"04"
"0400754",Imagine Desert West Middle Inc. (89563),"04"
"0400755",Freedom Academy Inc. (89506),"04"
"0400756",Imagine Camelback Middle Inc. (89561),"04"
"0400757",Arete Preparatory Academy (89486),"04"
"0400758",Candeo Schools Inc. (89758),"04"
"0400760",Glendale Preparatory Academy (89829),"04"
"0400762",Graham County School Superintendent (79543),"04"
"0400763",EAGLE South Mountain Charter Inc. (89850),"04"
"0400764",ASU Preparatory Academy (89949),"04"
"0400765",Gila County Sheriff's Office (79544),"04"
"0400766",Imagine Coolidge Elementary Inc. (89786),"04"
"0400767",Gila County Juvenile Detention (79494),"04"
"0400768",Pima Prevention Partnership dba Pima Partnership A (89864),"04"
"0400769",Imagine Prep Coolidge Inc. (90034),"04"
"0400770",Imagine Prep Surprise Inc. (89790),"04"
"0400771",Blue Adobe Project (89871),"04"
"0400772",Mountain Institute CTED #2 (90090),"04"
"0400773",Yuma County Sheriff's Office (79472),"04"
"0400774",Daisy Education Corporation dba Sonoran Science Ac (89915),"04"
"0400775",San Tan Montessori School Inc. (89798),"04"
"0400776",Daisy Education Corporation dba Sonoran Science Ac (89914),"04"
"0400777",Santa Cruz County Sheriff's Office (79473),"04"
"0400778",Daisy Education Corporation dba Paragon Science Ac (89917),"04"
"0400779",Greenlee County Sheriff's Office (79542),"04"
"0400780",Imagine Avondale Elementary Inc. (89784),"04"
"0400781",Math and Science Success Academy Inc. (89852),"04"
"0400782",Haven Montessori Children's House Inc. (89951),"04"
"0400783",Imagine Prep Superstition Inc. (89788),"04"
"0400785",AZ Compass Schools Inc. (89869),"04"
"0400786",West Valley Arts and Technology Academy Inc. (90036),"04"
"0400787",Kaizen Education Foundation dba Vista Grove Prepar (90330),"04"
"0400788",ASU Preparatory Academy (90273),"04"
"0400789",Kaizen Education Foundation dba Liberty Arts Acade (90334),"04"
"0400790",Apache Junction Unified District (4443),"04"
"0400792",Vector School District Inc. (90317),"04"
"0400793",Sun Valley Academy - South Mountain Inc. (90192),"04"
"0400794",Western Arizona Vocational District #50 (90123),"04"
"0400796",CAFA Inc. dba Learning Foundation and Performing  (90328),"04"
"0400797",Academy Del Sol Inc. (90199),"04"
"0400798",Pioneer Preparatory School (90140),"04"
"0400799",Kaizen Education Foundation dba Gilbert Arts Acade (90333),"04"
"0400800",The Odyssey Preparatory Academy Inc. (90287),"04"
"0400801",Skyline Gila River Schools LLC (90329),"04"
"0400802",Imagine Avondale Middle Inc. (90162),"04"
"0400803",CAFA Inc. dba Learning Foundation and Performing  (90327),"04"
"0400805",Choice Academies Inc. (90138),"04"
"0400807",Daisy Education Corporation dba. Sonoran Science A (90284),"04"
"0400810",Imagine Superstition Middle Inc. (90160),"04"
"0400811",Ombudsman Educational Services LTD a subsidiary  (90326),"04"
"0400813",Camp Verde Unified School District dba South Verde (90136),"04"
"0400814",CPLC Community Schools dba Hiaki High School (90331),"04"
"0400815",Research Based Education Corporation (90275),"04"
"0400816",Educational Options Foundation (90201),"04"
"0400817",Ed Ahead (90506),"04"
"0400818",BASIS Charter Schools Inc. (90508),"04"
"0400819",Anthem Preparatory Academy (90532),"04"
"0400820",Compass Points International Inc (90533),"04"
"0400821",Pima Prevention Partnership (90536),"04"
"0400822",Daisy Education Corporation dba. Sonoran Science A (90541),"04"
"0400823",Kaizen Education Foundation dba Mission Heights Pr (90548),"04"
"0400824",Leading Edge Academy Maricopa (90637),"04"
"0400827",Arizona Education Solutions (90758),"04"
"0400828",Arizona Agribusiness & Equine Center Inc. (90779),"04"
"0400829",BASIS Charter Schools Inc. (90841),"04"
"0400830",BASIS Charter Schools Inc. (90842),"04"
"0400831",BASIS Charter Schools Inc. (90862),"04"
"0400832",Archway Classical Academy Trivium West (90915),"04"
"0400833",Archway Classical Academy Veritas (90916),"04"
"0400834",Archway Classical Academy Chandler (90917),"04"
"0400835",Yuma County Education Service Agency (79196),"04"
"0400836",Arizona Supreme Court (9576),"04"
"0400837",Apache County Sheriff's Office (79547),"04"
"0400838",Arizona Agribusiness & Equine Center Inc. (91131),"04"
"0400839",Pima Rose Academy Inc. (90997),"04"
"0400840",Arlington Elementary District (4274),"04"
"0400841",Archway Classical Academy Scottsdale (90857),"04"
"0400842",Legacy Traditional School - Northwest Tucson (91137),"04"
"0400843",BASIS Charter Schools Inc. (91280),"04"
"0400844",La Tierra Community School Inc (90900),"04"
"0400845",Leading Edge Academy Queen Creek  (91174),"04"
"0400846",South Valley Academy Inc. (90540),"04"
"0400847",Legacy Traditional School - Avondale (91135),"04"
"0400849",EAGLE College Prep Harmony LLC (91170),"04"
"0400850",Reid Traditional Schools' Painted Rock Academy Inc (91317),"04"
"0400851",Trivium Preparatory Academy (90859),"04"
"0400852",Kaizen Education Foundation dba Havasu Preparatory (90535),"04"
"0400853",South Phoenix Academy Inc. (91108),"04"
"0400855",Legacy Traditional School - Chandler (91133),"04"
"0400857",ASU Preparatory Academy (91307),"04"
"0400858",ASU Preparatory Academy (91303),"04"
"0400859",ASU Preparatory Academy (91305),"04"
"0400861",North Phoenix Preparatory Academy (90879),"04"
"0400863",The Paideia Academies Inc (91250),"04"
"0400864",Happy Valley East (90906),"04"
"0400866",Archway Classical Academy Glendale (91878),"04"
"0400867",Ball Charter Schools (Val Vista) (90885),"04"
"0400868",Open Doors Community School Inc. (91238),"04"
"0400870",Ash Creek Elementary District (4187),"04"
