"division_id","year","subject","subgroup","acr_rate","pass_rate","acr_suppressed","pass_suppressed","weight_basis","source"
"5100480",2023,"Science","All Students",,45.6896797153025,TRUE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100480",2024,"English (ELA)","All Students",80.2444444444444,70.6673835125448,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100480",2024,"Math","All Students",83.6415770609319,64.7555555555556,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100480",2024,"Science","All Students",,53.7562724014337,TRUE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100510",2022,"English (ELA)","All Students",80.75,70.75,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100510",2022,"Math","All Students",82.625,60.625,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100510",2022,"Science","All Students",,57.5,TRUE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100510",2023,"English (ELA)","All Students",76.623476848091,67.4744110479285,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100510",2023,"Math","All Students",76.3801787164907,62.1685621445979,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100510",2023,"Science","All Students",,66.4756295694557,TRUE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100510",2024,"English (ELA)","All Students",84.253574432296,75.8624894869638,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100510",2024,"Math","All Students",81.1219512195122,68.3061396131203,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100510",2024,"Science","All Students",,61.5395290159798,TRUE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100540",2022,"English (ELA)","All Students",77.25,58.25,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100540",2022,"Math","All Students",78.5,57.75,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100540",2022,"Science","All Students",,50.5,TRUE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100540",2023,"English (ELA)","All Students",74.8023255813954,60.9915433403806,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100540",2023,"Math","All Students",77.5010570824524,60.9038054968288,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100540",2023,"Science","All Students",,55.9196617336152,TRUE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100540",2024,"English (ELA)","All Students",81.3487621097955,66.4913885898816,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100540",2024,"Math","All Students",81.48654467169,59.8988159311087,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100540",2024,"Science","All Students",,63.3622174381055,TRUE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100560",2022,"English (ELA)","All Students",86,70.75,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100560",2022,"Math","All Students",87,65,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100560",2022,"Science","All Students",,59,TRUE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100560",2023,"English (ELA)","All Students",76.7898876404494,70.7561797752809,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100560",2023,"Math","All Students",80.8775280898876,71.2820224719101,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100560",2023,"Science","All Students",,71.1439688715953,TRUE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100560",2024,"English (ELA)","All Students",87.0735981308411,79.2359813084112,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100560",2024,"Math","All Students",86.0852803738318,76.035046728972,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100560",2024,"Science","All Students",,78.4436906377205,TRUE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100600",2022,"English (ELA)","All Students",85.3076923076923,70.1538461538462,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100600",2022,"Math","All Students",87.8461538461538,66.0769230769231,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100600",2022,"Science","All Students",,67.2307692307692,TRUE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100600",2023,"English (ELA)","All Students",83.8153181760447,74.4700876413057,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100600",2023,"Math","All Students",84.2353613616156,70.4164867267878,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100600",2023,"Science","All Students",,70.542995046361,TRUE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100600",2024,"English (ELA)","All Students",85.907928064843,74.9551671732523,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100600",2024,"Math","All Students",86.2553191489362,71.7758358662614,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100600",2024,"Science","All Students",,75.2579787234042,TRUE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100660",2022,"English (ELA)","All Students",79.8,62.4,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100660",2022,"Math","All Students",78.6,55.2,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100660",2022,"Science","All Students",,56,TRUE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100660",2023,"English (ELA)","All Students",76.433709937745,65.3839059257551,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100660",2023,"Math","All Students",69.6970255937284,56.7814157251556,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100660",2023,"Science","All Students",,65.4376296979479,TRUE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100660",2024,"English (ELA)","All Students",79.3989921121823,67.6531551270815,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100660",2024,"Math","All Students",71.4894829097283,58.7804557405784,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100660",2024,"Science","All Students",,63.4877300613497,TRUE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100690",2022,"English (ELA)","All Students",89.7777777777778,74.1111111111111,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100690",2022,"Math","All Students",90.2222222222222,70.1111111111111,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100690",2022,"Science","All Students",,63.5555555555556,TRUE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100690",2023,"English (ELA)","All Students",86.9272882805817,79.0556030795552,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100690",2023,"Math","All Students",85.0835471913316,72.7105788423154,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100690",2023,"Science","All Students",,71.1345879669233,TRUE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100690",2024,"English (ELA)","All Students",88.5301974448316,79.5333914053426,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100690",2024,"Math","All Students",86.6042392566783,73.664343786295,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100690",2024,"Science","All Students",,74.3464637421665,TRUE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100720",2022,"English (ELA)","All Students",73.5,61.5,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100720",2022,"Math","All Students",56,30.5,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100720",2022,"Science","All Students",,40,TRUE,FALSE,"enrollment","vdoe_accreditation_rates"
